Gene_num,Gene_name,NodeType
167,BIRC2,Gene
168,BIRC3,Gene
169,BIRC5,Gene
170,BLNK,Gene
171,BMP2,Gene
172,BMP4,Gene
173,BMP5,Gene
174,BMP6,Gene
175,BMP7,Gene
176,BMP8A,Gene
177,BMP8B,Gene
178,BMPR1A,Gene
179,BMPR1B,Gene
180,BMPR2,Gene
181,BNIP3,Gene
182,BOC,Gene
183,BRAF,Gene
184,BRAP,Gene
185,BRCA1,Gene
186,BRCC3,Gene
187,BTC,Gene
188,BTK,Gene
189,BTRC,Gene
190,CAB39,Gene
191,CAB39L,Gene
192,CACNA1A,Gene
193,CACNA1B,Gene
194,CACNA1C,Gene
195,CACNA1D,Gene
196,CACNA1E,Gene
197,CACNA1F,Gene
198,CACNA1G,Gene
199,CACNA1H,Gene
200,CACNA1I,Gene
201,CACNA1S,Gene
202,CACNA2D1,Gene
203,CACNA2D2,Gene
204,CACNA2D3,Gene
205,CACNA2D4,Gene
206,CACNB1,Gene
207,CACNB2,Gene
208,CACNB3,Gene
209,CACNB4,Gene
210,CACNG1,Gene
211,CACNG2,Gene
212,CACNG3,Gene
213,CACNG4,Gene
214,CACNG5,Gene
215,CACNG6,Gene
216,CACNG7,Gene
217,CACNG8,Gene
218,CACYBP,Gene
219,CALM1,Gene
220,CALM2,Gene
221,CALM3,Gene
222,CALML3,Gene
223,CALML4,Gene
224,CALML5,Gene
225,CALML6,Gene
226,CAMK1,Gene
227,CAMK1D,Gene
228,CAMK1G,Gene
229,CAMK2A,Gene
230,CAMK2B,Gene
231,CAMK2D,Gene
232,CAMK2G,Gene
233,CAMK4,Gene
234,CAMKK2,Gene
235,CAMP,Gene
236,CARD10,Gene
237,CARD11,Gene
238,CARD14,Gene
239,CARD16,Gene
240,CARD17,Gene
241,CARD18,Gene
242,CARD6,Gene
243,CARD8,Gene
244,CARD9,Gene
245,CASP1,Gene
246,CASP10,Gene
247,CASP12,Gene
248,CASP3,Gene
249,CASP4,Gene
250,CASP5,Gene
251,CASP7,Gene
252,CASP8,Gene
253,CASP9,Gene
254,CASQ1,Gene
255,CASQ2,Gene
256,CASR,Gene
257,CAT,Gene
258,CBL,Gene
259,CBLB,Gene
260,CCKAR,Gene
261,CCKBR,Gene
262,CCL1,Gene
263,CCL11,Gene
264,CCL13,Gene
265,CCL14,Gene
266,CCL15,Gene
267,CCL16,Gene
268,CCL18,Gene
269,CCL19,Gene
270,CCL2,Gene
271,CCL20,Gene
272,CCL21,Gene
273,CCL22,Gene
274,CCL23,Gene
275,CCL24,Gene
276,CCL25,Gene
277,CCL26,Gene
278,CCL27,Gene
279,CCL28,Gene
280,CCL3,Gene
281,CCL4,Gene
282,CCL5,Gene
283,CCL7,Gene
284,CCL8,Gene
285,CCNA1,Gene
286,CCNA2,Gene
287,CCNB1,Gene
288,CCNB2,Gene
289,CCNB3,Gene
290,CCND1,Gene
291,CCND2,Gene
292,CCND3,Gene
293,CCNE1,Gene
294,CCNE2,Gene
295,CCNG1,Gene
296,CCNG2,Gene
297,CCR1,Gene
298,CCR10,Gene
299,CCR2,Gene
300,CCR3,Gene
301,CCR4,Gene
302,CCR5,Gene
303,CCR6,Gene
304,CCR7,Gene
305,CCR8,Gene
306,CCR9,Gene
307,CD14,Gene
308,CD19,Gene
309,CD209,Gene
310,CD22,Gene
311,CD247,Gene
312,CD28,Gene
313,CD36,Gene
314,CD38,Gene
315,CD3E,Gene
316,CD4,Gene
317,CD40,Gene
318,CD40LG,Gene
319,CD72,Gene
320,CD79A,Gene
321,CD79B,Gene
322,CD80,Gene
323,CD82,Gene
324,CD86,Gene
325,CD8A,Gene
326,CD8B,Gene
327,CDC25B,Gene
328,CDC37,Gene
329,CDC42,Gene
330,CDH1,Gene
331,CDK1,Gene
332,CDK2,Gene
333,CDK4,Gene
334,CDK6,Gene
335,CDKN1A,Gene
336,CDKN1B,Gene
337,CDKN2A,Gene
338,CDKN2B,Gene
339,CDKN2D,Gene
340,CDON,Gene
341,CEBPB,Gene
342,CER1,Gene
343,CFLAR,Gene
344,CFTR,Gene
345,CGA,Gene
346,CHAD,Gene
347,CHD8,Gene
348,CHEK1,Gene
349,CHEK2,Gene
350,CHRD,Gene
351,CHRM1,Gene
352,CHRM2,Gene
353,CHRM3,Gene
354,CHRM5,Gene
355,CHRNA7,Gene
356,CHUK,Gene
357,CIR1,Gene
358,CISH,Gene
359,CLEC1B,Gene
360,CLEC4D,Gene
361,CLEC4E,Gene
362,CLEC4M,Gene
363,CLEC7A,Gene
364,CLIP1,Gene
365,CNGA1,Gene
366,CNGA2,Gene
367,CNGA3,Gene
368,CNGA4,Gene
369,CNGB1,Gene
370,CNGB3,Gene
371,CNR1,Gene
372,CNTF,Gene
373,CNTFR,Gene
374,COL1A1,Gene
375,COL1A2,Gene
376,COL2A1,Gene
377,COL3A1,Gene
378,COL4A1,Gene
379,COL4A2,Gene
380,COL4A3,Gene
381,COL4A4,Gene
382,COL4A5,Gene
383,COL4A6,Gene
384,COL6A1,Gene
385,COL6A2,Gene
386,COL6A3,Gene
387,COL6A5,Gene
388,COL6A6,Gene
389,COL9A1,Gene
390,COL9A2,Gene
391,COL9A3,Gene
392,COMP,Gene
393,CPT1A,Gene
394,CPT1B,Gene
395,CPT1C,Gene
396,CPT2,Gene
397,CREB1,Gene
398,CREB3,Gene
399,CREB3L1,Gene
400,CREB3L2,Gene
401,CREB3L3,Gene
402,CREB3L4,Gene
403,CREB5,Gene
404,CREBBP,Gene
405,CRK,Gene
406,CRKL,Gene
407,CRTC2,Gene
408,CSF1,Gene
409,CSF1R,Gene
410,CSF2,Gene
411,CSF2RB,Gene
412,CSF3,Gene
413,CSF3R,Gene
414,CSH1,Gene
415,CSH2,Gene
416,CSN2,Gene
417,CSNK1A1,Gene
418,CSNK1A1L,Gene
419,CSNK1D,Gene
420,CSNK1E,Gene
421,CSNK1G1,Gene
422,CSNK1G2,Gene
423,CSNK1G3,Gene
424,CSNK2A1,Gene
425,CSNK2A2,Gene
426,CSNK2B,Gene
427,CTBP1,Gene
428,CTBP2,Gene
429,CTF1,Gene
430,CTLA4,Gene
431,CTNNA1,Gene
432,CTNNA2,Gene
433,CTNNA3,Gene
434,CTNNB1,Gene
435,CTNNBIP1,Gene
436,CTNND1,Gene
437,CTNND2,Gene
438,CTSB,Gene
439,CTSD,Gene
440,CUL1,Gene
441,CUL3,Gene
442,CX3CL1,Gene
443,CX3CR1,Gene
444,CXCL1,Gene
445,CXCL10,Gene
446,CXCL11,Gene
447,CXCL12,Gene
448,CXCL13,Gene
449,CXCL14,Gene
450,CXCL16,Gene
451,CXCL2,Gene
452,CXCL3,Gene
453,CXCL5,Gene
454,CXCL6,Gene
455,CXCR1,Gene
456,CXCR2,Gene
457,CXCR3,Gene
458,CXCR4,Gene
459,CXCR5,Gene
460,CXCR6,Gene
461,CXXC4,Gene
462,CYBA,Gene
463,CYCS,Gene
464,CYLD,Gene
465,CYP17A1,Gene
466,CYP27A1,Gene
467,CYP7A1,Gene
468,CYP8B1,Gene
469,CYSLTR1,Gene
470,CYSLTR2,Gene
471,CYTH1,Gene
472,CYTH2,Gene
473,CYTH3,Gene
474,CYTH4,Gene
475,DAAM1,Gene
476,DAAM2,Gene
477,DAB2IP,Gene
478,DAPP1,Gene
479,DAXX,Gene
480,DBI,Gene
481,DCHS1,Gene
482,DCHS2,Gene
483,DCN,Gene
484,DDB2,Gene
485,DDIT3,Gene
486,DDIT4,Gene
487,DDX3X,Gene
488,DDX58,Gene
489,DEFB4A,Gene
490,DEFB4B,Gene
491,DEPDC5,Gene
492,DEPTOR,Gene
493,DHH,Gene
494,DHX33,Gene
495,DHX58,Gene
496,DIAPH1,Gene
497,DISP1,Gene
498,DKK1,Gene
499,DKK2,Gene
500,DKK4,Gene
501,DLG1,Gene
502,DLG2,Gene
503,DLG3,Gene
504,DLG4,Gene
505,DLG5,Gene
506,DLL1,Gene
507,DLL3,Gene
508,DLL4,Gene
509,DNM1L,Gene
510,DOCK2,Gene
511,DOCK4,Gene
512,DRD1,Gene
513,DRD2,Gene
514,DRD5,Gene
515,DTX1,Gene
516,DTX2,Gene
517,DTX3,Gene
518,DTX3L,Gene
519,DTX4,Gene
520,DUSP1,Gene
521,DUSP10,Gene
522,DUSP16,Gene
523,DUSP2,Gene
524,DUSP3,Gene
525,DUSP4,Gene
526,DUSP5,Gene
527,DUSP6,Gene
528,DUSP7,Gene
529,DUSP8,Gene
530,DUSP9,Gene
531,DVL1,Gene
532,DVL2,Gene
533,DVL3,Gene
534,E2F4,Gene
535,E2F5,Gene
536,EBAG9,Gene
537,ECSIT,Gene
538,EDA,Gene
539,EDA2R,Gene
540,EDAR,Gene
541,EDARADD,Gene
542,EDN1,Gene
543,EDN2,Gene
544,EDN3,Gene
545,EDNRA,Gene
546,EDNRB,Gene
547,EEF2,Gene
548,EEF2K,Gene
549,EFCAB7,Gene
550,EFNA1,Gene
551,EFNA2,Gene
552,EFNA3,Gene
553,EFNA5,Gene
554,EGF,Gene
555,EGFR,Gene
556,EGLN1,Gene
557,EGLN2,Gene
558,EGLN3,Gene
559,EGR1,Gene
560,EGR2,Gene
561,EGR3,Gene
562,EHHADH,Gene
563,EI24,Gene
564,EIF4B,Gene
565,EIF4E,Gene
566,EIF4E2,Gene
567,EIF4EBP1,Gene
568,ELAVL1,Gene
569,ELF5,Gene
570,ELK1,Gene
571,ELK4,Gene
572,ELMO1,Gene
573,ENAH,Gene
574,ENO1,Gene
575,ENO2,Gene
576,ENO3,Gene
577,ENO4,Gene
578,EP300,Gene
579,EPHA2,Gene
580,EPO,Gene
581,EPOR,Gene
582,ERBB2,Gene
583,ERBB3,Gene
584,ERBB4,Gene
585,EREG,Gene
586,ESR1,Gene
587,ESR2,Gene
588,ESRRB,Gene
589,ETS1,Gene
590,ETS2,Gene
591,EVC,Gene
592,EVC2,Gene
593,EVL,Gene
594,EXOC2,Gene
595,EXOC7,Gene
596,F2,Gene
597,F2R,Gene
598,F2RL3,Gene
599,F3,Gene
600,FABP1,Gene
601,FABP3,Gene
602,FABP4,Gene
603,FADD,Gene
604,FADS2,Gene
605,FARP2,Gene
606,FAS,Gene
607,FASLG,Gene
608,FASN,Gene
609,FAT4,Gene
610,FBP1,Gene
611,FBP2,Gene
612,FBXO25,Gene
613,FBXO32,Gene
614,FBXW11,Gene
615,FCER1A,Gene
616,FCER1G,Gene
617,FFAR2,Gene
618,FGF1,Gene
619,FGF10,Gene
620,FGF16,Gene
621,FGF17,Gene
622,FGF18,Gene
623,FGF19,Gene
624,FGF2,Gene
625,FGF20,Gene
626,FGF21,Gene
627,FGF22,Gene
628,FGF23,Gene
629,FGF3,Gene
630,FGF4,Gene
631,FGF5,Gene
632,FGF6,Gene
633,FGF7,Gene
634,FGF8,Gene
635,FGF9,Gene
636,FGFR1,Gene
637,FGFR2,Gene
638,FGFR3,Gene
639,FGFR4,Gene
640,FGR,Gene
641,FHL1,Gene
642,FLCN,Gene
643,FLNA,Gene
644,FLNB,Gene
645,FLNC,Gene
646,FLOT1,Gene
647,FLOT2,Gene
648,FLT1,Gene
649,FLT3,Gene
650,FLT3LG,Gene
651,FLT4,Gene
652,FMOD,Gene
653,FN1,Gene
654,FNIP1,Gene
655,FNIP2,Gene
656,FOS,Gene
657,FOSB,Gene
658,FOSL1,Gene
659,FOXO1,Gene
660,FOXO3,Gene
661,FOXO4,Gene
662,FPR1,Gene
663,FRAT1,Gene
664,FRAT2,Gene
665,FRMD1,Gene
666,FRMD6,Gene
667,FRS2,Gene
668,FSHB,Gene
669,FSHR,Gene
670,FST,Gene
671,FXYD1,Gene
672,FXYD2,Gene
673,FYN,Gene
674,FZD1,Gene
675,FZD10,Gene
676,FZD2,Gene
677,FZD3,Gene
678,FZD4,Gene
679,FZD5,Gene
680,FZD6,Gene
681,FZD7,Gene
682,FZD8,Gene
683,FZD9,Gene
684,G6PC2,Gene
685,G6PC3,Gene
686,GAB1,Gene
687,GAB2,Gene
688,GABARAP,Gene
689,GABARAPL1,Gene
690,GABARAPL2,Gene
691,GABBR1,Gene
692,GABBR2,Gene
693,GADD45A,Gene
694,GADD45B,Gene
695,GADD45G,Gene
696,GALT,Gene
697,GAPDH,Gene
698,GAS1,Gene
699,GATA4,Gene
700,GCG,Gene
701,GCK,Gene
702,GDF5,Gene
703,GDF6,Gene
704,GDF7,Gene
705,GDNF,Gene
706,GFAP,Gene
707,GH1,Gene
708,GH2,Gene
709,GHR,Gene
710,GHRL,Gene
711,GHSR,Gene
712,GIP,Gene
713,GIPR,Gene
714,GK,Gene
715,GK2,Gene
716,GLI1,Gene
717,GLI2,Gene
718,GLI3,Gene
719,GLP1R,Gene
720,GNA11,Gene
721,GNA12,Gene
722,GNA13,Gene
723,GNA14,Gene
724,GNA15,Gene
725,GNAI1,Gene
726,GNAI2,Gene
727,GNAI3,Gene
728,GNAL,Gene
729,GNAO1,Gene
730,GNAQ,Gene
731,GNAS,Gene
732,GNB1,Gene
733,GNB2,Gene
734,GNB3,Gene
735,GNB4,Gene
736,GNB5,Gene
737,GNG10,Gene
738,GNG11,Gene
739,GNG12,Gene
740,GNG13,Gene
741,GNG2,Gene
742,GNG3,Gene
743,GNG4,Gene
744,GNG5,Gene
745,GNG7,Gene
746,GNG8,Gene
747,GNGT1,Gene
748,GNGT2,Gene
749,GNRH1,Gene
750,GNRH2,Gene
751,GNRHR,Gene
752,GPC4,Gene
753,GPR119,Gene
754,GPR161,Gene
755,GPRC6A,Gene
756,GRAP2,Gene
757,GRB10,Gene
758,GRB2,Gene
759,GREM1,Gene
760,GREM2,Gene
761,GRIA1,Gene
762,GRIA2,Gene
763,GRIA3,Gene
764,GRIA4,Gene
765,GRIN1,Gene
766,GRIN2A,Gene
767,GRIN2B,Gene
768,GRIN2C,Gene
769,GRIN2D,Gene
770,GRIN3A,Gene
771,GRIN3B,Gene
772,GRK1,Gene
773,GRK4,Gene
774,GRK5,Gene
775,GRK6,Gene
776,GRK7,Gene
777,GRM1,Gene
778,GRM2,Gene
779,GRM3,Gene
780,GRM4,Gene
781,GRM5,Gene
782,GRM6,Gene
783,GRM7,Gene
784,GRM8,Gene
785,GRPR,Gene
786,GSDMD,Gene
787,GSK3A,Gene
788,GSK3B,Gene
789,GTF2I,Gene
790,GTF2IRD1,Gene
791,GTSE1,Gene
792,GUCY1A2,Gene
793,GYS1,Gene
794,GYS2,Gene
795,HAMP,Gene
796,HBEGF,Gene
797,HCAR1,Gene
798,HCAR2,Gene
799,HCAR3,Gene
800,HCK,Gene
801,HCN2,Gene
802,HCN4,Gene
803,HDAC1,Gene
804,HDAC2,Gene
805,HDAC3,Gene
806,HDAC4,Gene
807,HDAC5,Gene
808,HES1,Gene
809,HES5,Gene
810,HEY1,Gene
811,HEY2,Gene
812,HEYL,Gene
813,HGF,Gene
814,HHAT,Gene
815,HHATL,Gene
816,HHIP,Gene
817,HIF1A,Gene
818,HK1,Gene
819,HK2,Gene
820,HK3,Gene
821,HKDC1,Gene
822,HMGCR,Gene
823,HMGCS1,Gene
824,HMGCS2,Gene
825,HMOX1,Gene
826,HNF4A,Gene
827,HOMER1,Gene
828,HOMER2,Gene
829,HOMER3,Gene
830,HRAS,Gene
831,HRC,Gene
832,HRH1,Gene
833,HRH2,Gene
834,HSP90AA1,Gene
835,HSP90AB1,Gene
836,HSPA1A,Gene
837,HSPA1B,Gene
838,HSPA1L,Gene
839,HSPA2,Gene
840,HSPA6,Gene
841,HSPA8,Gene
842,HSPB1,Gene
843,HTR1A,Gene
844,HTR1B,Gene
845,HTR1D,Gene
846,HTR1E,Gene
847,HTR1F,Gene
848,HTR2A,Gene
849,HTR2B,Gene
850,HTR2C,Gene
851,HTR4,Gene
852,HTR5A,Gene
853,HTR6,Gene
854,HTR7,Gene
855,IBSP,Gene
856,ICAM1,Gene
857,ICOS,Gene
858,ID1,Gene
859,ID2,Gene
860,ID3,Gene
861,ID4,Gene
862,IFI16,Gene
863,IFIH1,Gene
864,IFNA14,Gene
865,IFNA4,Gene
866,IFNA7,Gene
867,IFNA8,Gene
868,IFNAR1,Gene
869,IFNAR2,Gene
870,IFNG,Gene
871,IFNGR1,Gene
872,IFNGR2,Gene
873,IFNK,Gene
874,IGF1,Gene
875,IGF1R,Gene
876,IGF2,Gene
877,IGFBP3,Gene
878,IHH,Gene
879,IKBKB,Gene
880,IKBKE,Gene
881,IKBKG,Gene
882,IL10,Gene
883,IL10RA,Gene
884,IL10RB,Gene
885,IL11,Gene
886,IL11RA,Gene
887,IL12A,Gene
888,IL12B,Gene
889,IL12RB1,Gene
890,IL12RB2,Gene
891,IL13,Gene
892,IL13RA1,Gene
893,IL13RA2,Gene
894,IL15,Gene
895,IL15RA,Gene
896,IL17A,Gene
897,IL17B,Gene
898,IL17C,Gene
899,IL17D,Gene
900,IL17F,Gene
901,IL17RA,Gene
902,IL17RB,Gene
903,IL17RC,Gene
904,IL17RE,Gene
905,IL18,Gene
906,IL19,Gene
907,IL1A,Gene
908,IL1B,Gene
909,IL1R1,Gene
910,IL1RAP,Gene
911,IL2,Gene
912,IL20,Gene
913,IL20RA,Gene
914,IL20RB,Gene
915,IL21,Gene
916,IL21R,Gene
917,IL22,Gene
918,IL22RA1,Gene
919,IL22RA2,Gene
920,IL23A,Gene
921,IL23R,Gene
922,IL24,Gene
923,IL25,Gene
924,IL27RA,Gene
925,IL2RA,Gene
926,IL2RB,Gene
927,IL2RG,Gene
928,IL3,Gene
929,IL4,Gene
930,IL4R,Gene
931,IL5,Gene
932,IL5RA,Gene
933,IL6,Gene
934,IL6R,Gene
935,IL6ST,Gene
936,IL7,Gene
937,IL7R,Gene
938,IL9,Gene
939,ILK,Gene
940,INHBA,Gene
941,INHBB,Gene
942,INHBC,Gene
943,INHBE,Gene
944,INPP5A,Gene
945,INPP5D,Gene
946,INPPL1,Gene
947,INS,Gene
948,INSL3,Gene
949,INSL5,Gene
950,INSR,Gene
951,INVS,Gene
952,IQCE,Gene
953,IRAK1,Gene
954,IRAK2,Gene
955,IRAK3,Gene
956,IRAK4,Gene
957,IRF1,Gene
958,IRF3,Gene
959,IRF5,Gene
960,IRF7,Gene
961,IRF9,Gene
962,IRS1,Gene
963,IRS2,Gene
964,IRS4,Gene
965,ISG15,Gene
966,ITCH,Gene
967,ITGA1,Gene
968,ITGA10,Gene
969,ITGA11,Gene
970,ITGA2,Gene
971,ITGA2B,Gene
972,ITGA3,Gene
973,ITGA4,Gene
974,ITGA5,Gene
975,ITGA6,Gene
976,ITGA7,Gene
977,ITGA8,Gene
978,ITGA9,Gene
979,ITGAL,Gene
980,ITGAM,Gene
981,ITGAV,Gene
982,ITGB1,Gene
983,ITGB2,Gene
984,ITGB3,Gene
985,ITGB4,Gene
986,ITGB5,Gene
987,ITGB6,Gene
988,ITGB7,Gene
989,ITGB8,Gene
990,ITK,Gene
991,ITPKA,Gene
992,ITPKB,Gene
993,ITPKC,Gene
994,ITPR1,Gene
995,ITPR2,Gene
996,ITPR3,Gene
997,JAG1,Gene
998,JAG2,Gene
999,JAK1,Gene
1000,JAK2,Gene
1001,JAK3,Gene
1002,JUN,Gene
1003,JUND,Gene
1004,KAT2A,Gene
1005,KAT2B,Gene
1006,KCNJ12,Gene
1007,KCNJ14,Gene
1008,KCNJ2,Gene
1009,KCNJ3,Gene
1010,KCNJ4,Gene
1011,KCNJ5,Gene
1012,KCNJ6,Gene
1013,KCNJ8,Gene
1014,KCNJ9,Gene
1015,KCNMA1,Gene
1016,KCNMB1,Gene
1017,KCNMB2,Gene
1018,KCNMB3,Gene
1019,KCNMB4,Gene
1020,KCNU1,Gene
1021,KDR,Gene
1022,KIDINS220,Gene
1023,KIF3A,Gene
1024,KIF7,Gene
1025,KIT,Gene
1026,KITLG,Gene
1027,KLF2,Gene
1028,KLF4,Gene
1029,KNG1,Gene
1030,KRAS,Gene
1031,KRIT1,Gene
1032,KRT10,Gene
1033,KRT12,Gene
1034,KRT13,Gene
1035,KRT14,Gene
1036,KRT15,Gene
1037,KRT16,Gene
1038,KRT17,Gene
1039,KRT18,Gene
1040,KRT19,Gene
1041,KRT20,Gene
1042,KRT23,Gene
1043,KRT24,Gene
1044,KRT25,Gene
1045,KRT26,Gene
1046,KRT27,Gene
1047,KRT28,Gene
1048,KRT31,Gene
1049,KRT32,Gene
1050,KRT33A,Gene
1051,KRT33B,Gene
1052,KRT34,Gene
1053,KRT35,Gene
1054,KRT36,Gene
1055,KRT37,Gene
1056,KRT38,Gene
1057,KRT39,Gene
1058,KRT40,Gene
1059,KRT9,Gene
1060,KSR1,Gene
1061,KSR2,Gene
1062,LAMA1,Gene
1063,LAMA2,Gene
1064,LAMA3,Gene
1065,LAMA4,Gene
1066,LAMA5,Gene
1067,LAMB1,Gene
1068,LAMB2,Gene
1069,LAMB3,Gene
1070,LAMB4,Gene
1071,LAMC1,Gene
1072,LAMC2,Gene
1073,LAMC3,Gene
1074,LAMTOR1,Gene
1075,LAMTOR2,Gene
1076,LAMTOR3,Gene
1077,LAT,Gene
1078,LATS1,Gene
1079,LATS2,Gene
1080,LCK,Gene
1081,LCN2,Gene
1082,LCP2,Gene
1083,LDHA,Gene
1084,LDHAL6A,Gene
1085,LDHAL6B,Gene
1086,LDHB,Gene
1087,LDHC,Gene
1088,LEF1,Gene
1089,LEFTY1,Gene
1090,LEFTY2,Gene
1091,LEP,Gene
1092,LEPR,Gene
1093,LFNG,Gene
1094,LGR4,Gene
1095,LGR5,Gene
1096,LGR6,Gene
1097,LHB,Gene
1098,LHCGR,Gene
1099,LIF,Gene
1100,LIFR,Gene
1101,LILRA1,Gene
1102,LILRA2,Gene
1103,LILRA4,Gene
1104,LILRA5,Gene
1105,LILRA6,Gene
1106,LILRB1,Gene
1107,LILRB2,Gene
1108,LILRB3,Gene
1109,LILRB4,Gene
1110,LILRB5,Gene
1111,LIMD1,Gene
1112,LIPE,Gene
1113,LLGL1,Gene
1114,LLGL2,Gene
1115,LPAR1,Gene
1116,LPAR2,Gene
1117,LPAR3,Gene
1118,LPAR4,Gene
1119,LPAR5,Gene
1120,LPAR6,Gene
1121,LPIN1,Gene
1122,LPIN2,Gene
1123,LPIN3,Gene
1124,LPL,Gene
1125,LRP2,Gene
1126,LRP5,Gene
1127,LRP6,Gene
1128,LTA,Gene
1129,LTB,Gene
1130,LTB4R2,Gene
1131,LTBP1,Gene
1132,LTBR,Gene
1133,LY96,Gene
1134,LYN,Gene
1135,MAGED1,Gene
1136,MAGI1,Gene
1137,MAGI2,Gene
1138,MAGI3,Gene
1139,MALT1,Gene
1140,MAML1,Gene
1141,MAML2,Gene
1142,MAML3,Gene
1143,MAP2K1,Gene
1144,MAP2K2,Gene
1145,MAP2K3,Gene
1146,MAP2K4,Gene
1147,MAP2K5,Gene
1148,MAP2K6,Gene
1149,MAP2K7,Gene
1150,MAP3K1,Gene
1151,MAP3K11,Gene
1152,MAP3K12,Gene
1153,MAP3K13,Gene
1154,MAP3K14,Gene
1155,MAP3K2,Gene
1156,MAP3K3,Gene
1157,MAP3K4,Gene
1158,MAP3K5,Gene
1159,MAP3K6,Gene
1160,MAP3K7,Gene
1161,MAP3K8,Gene
1162,MAP4K1,Gene
1163,MAP4K2,Gene
1164,MAP4K3,Gene
1165,MAP4K4,Gene
1166,MAPK1,Gene
1167,MAPK10,Gene
1168,MAPK11,Gene
1169,MAPK12,Gene
1170,MAPK13,Gene
1171,MAPK14,Gene
1172,MAPK15,Gene
1173,MAPK3,Gene
1174,MAPK4,Gene
1175,MAPK6,Gene
1176,MAPK7,Gene
1177,MAPK8,Gene
1178,MAPK8IP1,Gene
1179,MAPK8IP2,Gene
1180,MAPK8IP3,Gene
